Timestamp, Aggregate_Active_Power, Estimates
25-Oct-2017 09:05:03, 3.4214, 0, -0, 0.698721, 0, -0.0730703
26-Oct-2017 08:35:25, 2.0913, 0, -0.0550629, 0.19136, 0, 0
25-Oct-2017 13:51:46, 0.67, 0.0933971, 0, 0.0137165, 0, 0.011738
25-Oct-2017 13:41:10, 4.1399, 6.67477, -0, 1.18953, 0, -0.174999
27-Oct-2017 00:28:40, 0, 0, 0, -0, 0, 0
27-Oct-2017 04:55:30, 0, 0, 0, -0, 0, 0
25-Oct-2017 15:54:42, 3.0974, 0, -0, 0, 0, -0.0429465
24-Oct-2017 14:50:19, 1.7622, 0.652537, 0, 0, 0.204468, 0.00962394
24-Oct-2017 16:12:42, 0.8208, 0.125834, 0, 0, 0, 0.0116524
25-Oct-2017 16:08:54, 1.969, 0, 0, 0, 0, 0.00694065
26-Oct-2017 14:58:21, 0.69, 0, 0, 0.0147961, 0.032723, 0.0117132
27-Oct-2017 12:05:12, 0, 0, 0, -0, 0, 0
26-Oct-2017 10:03:07, 1.0391, 0.193509, 0.284782, 0.0380586, 0, 0.0117689
26-Oct-2017 08:32:52, 3.7016, 0, -2.24009, 0.868962, 0, -0
28-Oct-2017 20:17:22, 0, 0, 0, -0, 0, 0
23-Oct-2017 20:01:14, 0, 0, 0, -0, 0, 0
24-Oct-2017 11:13:43, 0.8326, 0.128834, 0.295316, 0.0232142, 0, 0
26-Oct-2017 10:56:37, 3.2958, 3.5094, -0, 0.630523, 1.43041, -0.0603531
27-Oct-2017 21:08:35, 0, 0, 0, -0, 0, 0
25-Oct-2017 17:21:40, 2.7609, 0, -0, 0, 0, -0.0202028
24-Oct-2017 10:49:29, 1.2702, 0.296872, 0.256127, 0.0593084, 0, 0
25-Oct-2017 11:36:19, 1.8442, 0.732805, 0, 0.140558, 0, 0.00872067
25-Oct-2017 16:41:54, 3.2141, 0, -0, 0, 0, -0.0527996
28-Oct-2017 02:09:07, 0, 0, 0, -0, 0, 0
25-Oct-2017 14:43:26, 3.7476, 0, -0, 0.899405, 0, -0.112834
25-Oct-2017 13:20:50, 2.7027, 2.02632, -0, 0.369707, 0, -0.0170507
26-Oct-2017 13:16:29, 0.55, 0, 0, 0.0076867, 0.0312032, 0
25-Oct-2017 09:49:24, 2.2126, 1.18, -0, 0.220439, 0, 0.00180886
25-Oct-2017 09:42:40, 3.3006, 3.5237, -0, 0.633041, 0, -0.0608142
26-Oct-2017 23:00:20, 0, 0, 0, -0, 0, 0
24-Oct-2017 08:36:06, 3.98, 0, -0, 1.06452, 0, -0.147643
25-Oct-2017 20:56:34, 0, 0, 0, -0, 0, 0
25-Oct-2017 13:21:08, 0.75, 0.109281, 0, 0.0181779, 0, 0.0116656
24-Oct-2017 18:40:21, 0, 0, 0, -0, 0, 0
23-Oct-2017 14:59:06, 4.029, 6.17953, -0, 1.10182, 2.67103, -0.155721
25-Oct-2017 12:27:02, 0.5985, 0.0815407, 0, 0.0100362, 0, 0.011869
26-Oct-2017 18:05:25, 0, 0, 0, -0, 0, 0
26-Oct-2017 10:54:26, 2.1629, 1.1109, -0, 0.208177, 0.383691, 0.00305268
25-Oct-2017 08:36:28, 1.9519, 0, 0, 0.16137, 0, 0.00721561
25-Oct-2017 14:50:39, 2.9306, 0, -0, 0.458608, 0, -0.03067
23-Oct-2017 13:52:01, 2.7291, 2.08103, -0, 0.379329, 0.793294, -0.0184539
25-Oct-2017 15:19:18, 3.6589, 0, -0, 0, 0, -0.101012
24-Oct-2017 13:33:03, 0.7081, 0.100603, 0, 0.0157933, 0.0331378, 0
24-Oct-2017 14:02:35, 0.8652, 0.137492, 0, 0.0253335, 0.0392245, 0
25-Oct-2017 08:55:25, 1.0257, 0, 0, 0.0369865, 0, 0.0117595
28-Oct-2017 20:14:42, 0, 0, 0, -0, 0, 0
25-Oct-2017 15:12:57, 0.503, 0, 0, 0, 0, 0.0121657
24-Oct-2017 09:35:36, 0.4641, 0, 0.289029, 0.0037798, 0, 0.0123332
25-Oct-2017 16:14:44, 2.452, 0, -0, 0, 0, -0.0058011
23-Oct-2017 21:59:35, 0, 0, 0, -0, 0, 0
25-Oct-2017 12:36:31, 3.4839, 4.09974, -0, 0.734488, 0, -0.0799168
23-Oct-2017 09:37:56, 0.59, 0, 0, 0.00961627, 0.0313532, 0
25-Oct-2017 15:50:50, 0.15, 0, 0, -0, 0, 0.0149771
25-Oct-2017 10:25:29, 1.7682, 0.658189, 0, 0.127039, 0, 0.00956445
23-Oct-2017 14:34:08, 1.8884, 0.778836, 0, 0.14886, 0, 0.00814895
29-Oct-2017 00:00:01, 0, 0, 0, -0, 0, 0
23-Oct-2017 14:30:12, 3.295, 3.50702, -0, 0.630104, 1.42933, -0.0602765
25-Oct-2017 12:51:36, 2.7681, 2.16367, -0, 0.393861, 0, -0.0206079
24-Oct-2017 15:19:03, 0.5762, 0.0782654, 0, 0, 0, 0.0119249
23-Oct-2017 10:46:51, 1.0503, 0.197721, 0.283836, 0.0389672, 0.0531321, 0
23-Oct-2017 13:57:28, 2.7824, 2.19451, -0, 0.399285, 0.842782, -0.0214223
25-Oct-2017 08:36:08, 2.8264, 0, -0, 0.416303, 0, -0.0240125
23-Oct-2017 15:01:50, 3.7614, 5.08718, -0, 0.908679, 2.15809, -0.114745
26-Oct-2017 15:03:43, 0.69, 0, 0, 0.0147961, 0.032723, 0.0117132
25-Oct-2017 15:35:36, 1.7758, 0, 0, 0, 0, 0.00948764
