Timestamp, Aggregate_Active_Power, Estimates
26-Oct-2017 08:35:24, 2.1146, 0, 0.576986, -0.0295719, -0
26-Oct-2017 19:38:13, 0, 0, 0, 0, 0
23-Oct-2017 10:41:40, 2.1624, 0.656318, 0.595775, -0.0316335, -0.0185778
23-Oct-2017 10:41:22, 2.4378, 0.804827, 0.710408, -0.0445933, -0.0276579
24-Oct-2017 10:34:26, 1.7112, 0.448258, 0.431471, -0.0143871, -0
23-Oct-2017 14:10:26, 1.2326, 0.275407, 0, -0.00150454, 0.00521329
26-Oct-2017 11:10:04, 1.1162, 0.240814, 0, 0.000786472, 0.0074456
23-Oct-2017 10:48:15, 2.15, 0.650015, 0.590869, -0.0310933, -0.0181908
23-Oct-2017 10:50:38, 1.8198, 0.494336, 0.46835, -0.0180858, -0.00857911
24-Oct-2017 13:22:26, 1.099, 0.23595, 0.255216, 0.00109707, 0
26-Oct-2017 08:57:52, 0.8635, 0, 0.201727, 0.00462604, 0
23-Oct-2017 09:15:23, 0.33, 0, 0, 0, 0.0181759
24-Oct-2017 10:53:54, 0.6216, 0.126316, 0.155065, 0.00684668, 0
24-Oct-2017 10:41:25, 1.7359, 0.458515, 0.43971, -0.0152032, -0
24-Oct-2017 12:48:00, 1.0355, 0.218542, 0.24001, 0.00218142, 0
26-Oct-2017 08:44:43, 2.2603, 0, 0.635279, -0.0360292, -0
23-Oct-2017 10:42:28, 1.202, 0.266031, 0.28111, -0.000870343, 0.00581622
24-Oct-2017 14:45:10, 0.78, 0.15726, 0, 0.0055534, 0.012961
26-Oct-2017 16:25:41, 0, 0, 0, 0, 0
23-Oct-2017 10:41:54, 1.879, 0.520522, 0.489166, -0.0202227, -0.0102041
26-Oct-2017 11:53:18, 1.0613, 0.22551, 0, 0.00175267, 0.00844086
24-Oct-2017 11:07:55, 0.8715, 0.177593, 0.203414, 0.00452829, 0
24-Oct-2017 10:31:44, 2.0413, 0.596178, 0.548811, -0.0265185, -0
26-Oct-2017 01:49:21, 0, 0, 0, 0, 0
23-Oct-2017 13:53:50, 0.78, 0.15726, 0, 0.0055534, 0.012961
23-Oct-2017 12:26:00, 1, 0.209187, 0.231761, 0.0027449, 0.0095085
25-Oct-2017 14:52:59, 0.21, 0, 0, 0.00735448, 0
24-Oct-2017 12:12:05, 0.9036, 0.185153, 0.210273, 0.00412041, 0
23-Oct-2017 03:03:24, 0, 0, 0, 0, 0
23-Oct-2017 13:49:34, 0.7773, 0.156687, 0, 0.00558055, 0.0129997
26-Oct-2017 12:26:23, 0.7, 0.140958, 0, 0.00628284, 0.0140695
24-Oct-2017 00:50:21, 0, 0, 0, 0, 0
28-Oct-2017 18:11:19, 0, 0, 0, 0, 0
26-Oct-2017 19:39:33, 0, 0, 0, 0, 0
25-Oct-2017 00:36:10, 0, 0, 0, 0, 0
23-Oct-2017 10:53:19, 1.059, 0.224883, 0.24557, 0.00179155, 0.00848175
25-Oct-2017 14:32:07, 0.21, 0, 0, 0.00735448, 0
23-Oct-2017 14:26:53, 1.2322, 0.275283, 0, -0.00149611, 0.00522125
25-Oct-2017 16:54:44, 0, 0, 0, 0, 0
24-Oct-2017 19:26:13, 0, 0, 0, 0, 0
26-Oct-2017 11:11:12, 1.015, 0.213107, 0, 0.00251055, 0.00925151
26-Oct-2017 08:35:05, 2.3688, 0, 0.680667, -0.0411731, -0
25-Oct-2017 06:51:37, 0, 0, 0, 0, 0
23-Oct-2017 00:25:23, 0, 0, 0, 0, 0
23-Oct-2017 14:27:39, 1.0144, 0.212949, 0, 0.00252003, 0.00926184
28-Oct-2017 17:26:43, 0, 0, 0, 0, 0
25-Oct-2017 16:58:01, 0, 0, 0, 0, 0
24-Oct-2017 13:08:19, 0.9539, 0.197444, 0.221319, 0.00343089, 0
24-Oct-2017 10:31:16, 2.4254, 0.79779, 0.705013, -0.0439702, -0
24-Oct-2017 10:41:19, 2.0099, 0.581099, 0.536976, -0.0252505, -0
25-Oct-2017 11:08:10, 0.5, 0.106223, 0, 0.0074255, 0
24-Oct-2017 11:50:47, 1.0324, 0.217714, 0.239283, 0.00223185, 0
26-Oct-2017 08:35:45, 1.874, 0, 0.487388, -0.020039, -0
24-Oct-2017 12:57:50, 1.09, 0.23343, 0.253025, 0.00125672, 0
23-Oct-2017 13:58:11, 1.0731, 0.228745, 0, 0.00155119, 0.00823006
24-Oct-2017 09:16:45, 0.9754, 0, 0.226151, 0.00311739, 0
