Timestamp, Aggregate_Active_Power, Estimates...
24-Oct-2017 16:04:56,4.15,1.8422,0.0,0.0,0.0,2.4667,0.0,0.0,0.0,0.0
25-Oct-2017 14:05:56,2.5802,0.411,0.0,0.6039,0.0,1.226,0.0,0.4388,0.0,0.0
27-Oct-2017 15:15:22,1.63,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.3893,0.2778,-0.0
25-Oct-2017 13:55:54,5.0523,0.4681,0.0,1.0338,0.0,2.5164,0.0,0.9342,0.0,0.0
26-Oct-2017 12:04:39,2.53,0.5681,0.0,0.6059,0.3056,0.0,0.0,0.4505,0.612,0.0
26-Oct-2017 18:28:10,1.6412,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.3896,0.2836,-0.0
26-Oct-2017 11:06:56,3.5883,0.5475,0.0,0.6993,0.392,0.9666,0.0,0.5138,0.5348,0.0
25-Oct-2017 18:04:05,3.7912,0.0,0.0,0.0,0.0,3.5057,0.0,0.0,0.0,0.0
26-Oct-2017 08:57:14,3.0114,0.0,0.628,0.6301,0.0,0.817,0.0,0.5082,0.5504,0.0
25-Oct-2017 12:02:09,3.9845,0.4281,0.0,0.8552,0.0,2.0092,0.0,0.7288,0.0,0.0
24-Oct-2017 00:51:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-Oct-2017 20:07:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26-Oct-2017 12:15:50,2.52,0.5677,0.0,0.6043,0.3033,0.0,0.0,0.4487,0.6106,0.0
28-Oct-2017 11:08:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-Oct-2017 19:42:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-Oct-2017 10:32:43,4.452,0.439,0.0,0.9343,0.0,2.2429,0.0,0.8207,0.0,0.0
26-Oct-2017 11:47:58,2.6421,0.5536,0.0,0.5665,0.2348,0.5345,0.0,0.3592,0.4088,0.0
26-Oct-2017 10:44:25,3.0197,0.5609,0.0,0.6234,0.0,0.78,0.0,0.4236,0.5532,0.0
25-Oct-2017 01:09:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27-Oct-2017 02:34:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
