Timestamp, Aggregate_Active_Power, Estimates...
25-Oct-2017 16:35:07,2.5046,0.0312,0.0445,-0.0034,-0.0011,2.6603,0.0172
26-Oct-2017 05:18:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-Oct-2017 08:42:18,3.338,-0.002,0.0313,0.6089,0.0095,2.7947,-0.0205
23-Oct-2017 09:39:00,0.59,0.013,0.0542,0.4671,0.0519,0.0571,-0.0257
25-Oct-2017 12:42:19,2.8303,0.312,0.0402,0.4094,0.0115,2.1562,-0.0139
26-Oct-2017 15:03:48,0.69,-0.0085,-0.1045,0.3312,-0.0152,0.3641,0.0564
25-Oct-2017 09:06:59,1.9495,0.015,0.0484,0.4624,0.0284,1.4413,-0.0351
24-Oct-2017 12:13:42,0.63,-0.0016,-0.1836,0.8976,-0.0206,0.0181,0.0328
25-Oct-2017 12:22:21,3.6077,0.3035,-0.0176,0.4631,-0.0075,2.8882,0.005
26-Oct-2017 15:02:42,0.69,-0.0085,-0.1045,0.3312,-0.0152,0.3641,0.0564
28-Oct-2017 18:30:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-Oct-2017 12:19:14,4.1353,0.2985,-0.0768,0.4925,-0.0239,3.2799,0.0226
23-Oct-2017 13:34:25,2.6633,0.2022,0.0434,0.5869,0.0307,1.8657,-0.0106
25-Oct-2017 09:09:04,0.41,0.074,-0.1174,0.2069,-0.0108,0.206,0.0351
26-Oct-2017 08:54:00,4.1618,0.1583,2.1224,1.5784,0.0011,0.416,0.046
26-Oct-2017 14:36:21,1.9265,-0.0441,0.0785,0.5499,0.007,1.3051,0.0181
25-Oct-2017 17:21:34,2.9581,0.0421,0.0184,0.0099,-0.0076,3.0376,0.0237
25-Oct-2017 08:36:07,3.1847,-0.0005,0.0426,0.596,0.0132,2.6587,-0.0242
24-Oct-2017 16:11:47,3.3519,0.3495,-0.0626,0.0277,0.0228,3.1774,-0.0189
25-Oct-2017 09:56:02,3.8571,0.3013,-0.0441,0.4773,-0.0152,3.0858,0.0132
26-Oct-2017 12:17:42,0.715,0.2524,0.03,0.427,0.0261,-0.0387,0.0042
24-Oct-2017 13:29:51,0.7752,0.2509,0.0458,0.4379,0.0285,-0.0132,0.0003
24-Oct-2017 00:10:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24-Oct-2017 09:41:12,4.1148,-0.0139,-0.0566,0.6671,-0.0097,3.3673,-0.0014
26-Oct-2017 11:04:22,3.2323,0.1971,0.0366,0.6391,0.0185,2.427,0.0022
25-Oct-2017 13:54:07,2.3366,0.3212,0.0533,0.3645,0.0172,1.6462,-0.0167
24-Oct-2017 07:34:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-Oct-2017 16:30:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24-Oct-2017 09:30:17,2.095,0.008,1.015,1.1061,0.0141,-0.0641,0.0086
23-Oct-2017 14:53:33,3.4047,0.3054,0.0015,0.4506,-0.0017,2.712,-0.0012
29-Oct-2017 01:56:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26-Oct-2017 11:03:51,1.1674,0.2361,-0.0728,0.3915,0.0268,0.5389,0.0068
25-Oct-2017 09:16:38,3.5679,0.3039,-0.0137,0.4607,-0.0064,2.8546,0.0037
26-Oct-2017 13:15:24,0.5433,0.0142,0.0402,0.4573,0.05,0.0386,-0.0227
25-Oct-2017 16:21:20,1.9115,0.0084,0.0552,-0.0196,0.0085,2.0386,0.0063
27-Oct-2017 09:06:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-Oct-2017 13:18:09,0.67,0.39,-0.0323,0.1414,-0.015,0.1939,0.0489
27-Oct-2017 14:09:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24-Oct-2017 14:41:14,1.8556,0.215,0.0005,0.492,0.0362,1.0917,-0.0122
25-Oct-2017 09:54:01,4.2129,0.2977,-0.0863,0.4966,-0.0264,3.329,0.0252
23-Oct-2017 13:45:09,3.8112,0.1908,-0.0042,0.6829,0.0022,2.9417,0.0199
27-Oct-2017 00:55:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26-Oct-2017 09:59:13,2.9156,0.2433,1.3574,1.257,0.0467,0.0263,-0.0262
25-Oct-2017 07:51:25,0.21,0.1007,-0.0162,0.3089,0.0384,-0.103,-0.0202
25-Oct-2017 10:48:12,2.7505,0.3133,0.0437,0.4027,0.0129,2.0745,-0.015
25-Oct-2017 17:40:18,3.3407,0.0463,-0.0101,0.024,-0.0112,3.2871,0.0259
23-Oct-2017 13:43:31,2.2958,0.2068,0.0309,0.5469,0.0353,1.5026,-0.0142
