# Bin Center,Frequency Count
-6.057836703296703490e+03,9.000000000000000000e+00,-7.085880000000000109e+03,-5.029793406593406871e+03
-4.001750109890110252e+03,5.000000000000000000e+00,-5.029793406593406871e+03,-2.973706813186813633e+03
-1.945663516483517014e+03,8.000000000000000000e+00,-2.973706813186813633e+03,-9.176202197802203955e+02
1.104230769230762235e+02,1.228330000000000000e+05,-9.176202197802203955e+02,1.138466373626372842e+03
2.166509670329669461e+03,1.505900000000000000e+04,1.138466373626372842e+03,3.194552967032966080e+03
4.222596263736262699e+03,1.110600000000000000e+04,3.194552967032966080e+03,5.250639560439559318e+03
6.278682857142855937e+03,4.239000000000000000e+03,5.250639560439559318e+03,7.306726153846152556e+03
8.334769450549449175e+03,2.209000000000000000e+03,7.306726153846152556e+03,9.362812747252744884e+03
1.039085604395604241e+04,1.280000000000000000e+03,9.362812747252744884e+03,1.141889934065933994e+04
1.244694263736263565e+04,9.100000000000000000e+02,1.141889934065933994e+04,1.347498593406593136e+04
1.450302923076922707e+04,6.370000000000000000e+02,1.347498593406593136e+04,1.553107252747252278e+04
1.655911582417582031e+04,4.480000000000000000e+02,1.553107252747252278e+04,1.758715912087911784e+04
1.861520241758241536e+04,3.980000000000000000e+02,1.758715912087911784e+04,1.964324571428571289e+04
2.067128901098900678e+04,4.470000000000000000e+02,1.964324571428571289e+04,2.169933230769230431e+04
2.272737560439560184e+04,5.670000000000000000e+02,2.169933230769230431e+04,2.375541890109889573e+04
2.478346219780219326e+04,5.330000000000000000e+02,2.375541890109889573e+04,2.581150549450549079e+04
2.683954879120878832e+04,5.080000000000000000e+02,2.581150549450549079e+04,2.786759208791208584e+04
2.889563538461538337e+04,4.830000000000000000e+02,2.786759208791208584e+04,2.992367868131868090e+04
3.095172197802197479e+04,4.830000000000000000e+02,2.992367868131868090e+04,3.197976527472526868e+04
3.300780857142856985e+04,4.940000000000000000e+02,3.197976527472526868e+04,3.403585186813186738e+04
3.506389516483516491e+04,6.080000000000000000e+02,3.403585186813186738e+04,3.609193846153846243e+04
3.711998175824175996e+04,5.970000000000000000e+02,3.609193846153846243e+04,3.814802505494505021e+04
3.917606835164834774e+04,6.390000000000000000e+02,3.814802505494505021e+04,4.020411164835164527e+04
4.123215494505494280e+04,6.580000000000000000e+02,4.020411164835164527e+04,4.226019824175824033e+04
4.328824153846153786e+04,6.290000000000000000e+02,4.226019824175824033e+04,4.431628483516483539e+04
4.534432813186813291e+04,6.530000000000000000e+02,4.431628483516483539e+04,4.637237142857143044e+04
4.740041472527472069e+04,6.130000000000000000e+02,4.637237142857143044e+04,4.842845802197801822e+04
4.945650131868131575e+04,6.090000000000000000e+02,4.842845802197801822e+04,5.048454461538461328e+04
5.151258791208791081e+04,6.290000000000000000e+02,5.048454461538461328e+04,5.254063120879120834e+04
5.356867450549450587e+04,6.550000000000000000e+02,5.254063120879120834e+04,5.459671780219779612e+04
5.562476109890109365e+04,6.580000000000000000e+02,5.459671780219779612e+04,5.665280439560439117e+04
5.768084769230768870e+04,8.120000000000000000e+02,5.665280439560439117e+04,5.870889098901098623e+04
5.973693428571428376e+04,9.970000000000000000e+02,5.870889098901098623e+04,6.076497758241758129e+04
6.179302087912087882e+04,1.469000000000000000e+03,6.076497758241758129e+04,6.282106417582417635e+04
6.384910747252747387e+04,2.231000000000000000e+03,6.282106417582417635e+04,6.487715076923077140e+04
6.590519406593406165e+04,2.947000000000000000e+03,6.487715076923077140e+04,6.693323736263735918e+04
6.796128065934064216e+04,3.387000000000000000e+03,6.693323736263735918e+04,6.898932395604393969e+04
7.001736725274723722e+04,4.066000000000000000e+03,6.898932395604393969e+04,7.104541054945053475e+04
7.207345384615383227e+04,6.503000000000000000e+03,7.104541054945053475e+04,7.310149714285712980e+04
7.412954043956042733e+04,9.983000000000000000e+03,7.310149714285712980e+04,7.515758373626372486e+04
7.618562703296702239e+04,1.049800000000000000e+04,7.515758373626372486e+04,7.721367032967031992e+04
7.824171362637361744e+04,8.179000000000000000e+03,7.721367032967031992e+04,7.926975692307691497e+04
8.029780021978021250e+04,1.497100000000000000e+04,7.926975692307691497e+04,8.132584351648351003e+04
8.235388681318680756e+04,4.782100000000000000e+04,8.132584351648351003e+04,8.338193010989009053e+04
8.440997340659338806e+04,1.056080000000000000e+05,8.338193010989009053e+04,8.543801670329668559e+04
8.646605999999998312e+04,9.421600000000000000e+04,8.543801670329668559e+04,8.749410329670328065e+04
8.852214659340657818e+04,2.971900000000000000e+04,8.749410329670328065e+04,8.955018989010987571e+04
9.057823318681317323e+04,4.430000000000000000e+03,8.955018989010987571e+04,9.160627648351647076e+04
9.263431978021976829e+04,5.330000000000000000e+02,9.160627648351647076e+04,9.366236307692306582e+04
9.469040637362636335e+04,1.610000000000000000e+02,9.366236307692306582e+04,9.571844967032966088e+04
9.674649296703295840e+04,6.000000000000000000e+01,9.571844967032966088e+04,9.777453626373625593e+04
9.880257956043955346e+04,2.500000000000000000e+01,9.777453626373625593e+04,9.983062285714285099e+04
1.008586661538461340e+05,1.300000000000000000e+01,9.983062285714285099e+04,1.018867094505494315e+05
1.029147527472527290e+05,1.900000000000000000e+01,1.018867094505494315e+05,1.039427960439560266e+05
1.049708393406593241e+05,6.000000000000000000e+00,1.039427960439560266e+05,1.059988826373626216e+05
1.070269259340659191e+05,5.000000000000000000e+00,1.059988826373626216e+05,1.080549692307692167e+05
1.090830125274725142e+05,6.000000000000000000e+00,1.080549692307692167e+05,1.101110558241758117e+05
1.111390991208791093e+05,4.000000000000000000e+00,1.101110558241758117e+05,1.121671424175824068e+05
1.131951857142857043e+05,3.000000000000000000e+00,1.121671424175824068e+05,1.142232290109890018e+05
1.152512723076922994e+05,4.000000000000000000e+00,1.142232290109890018e+05,1.162793156043955823e+05
1.173073589010988799e+05,3.000000000000000000e+00,1.162793156043955823e+05,1.183354021978021774e+05
1.193634454945054749e+05,5.000000000000000000e+00,1.183354021978021774e+05,1.203914887912087725e+05
1.214195320879120700e+05,2.000000000000000000e+00,1.203914887912087725e+05,1.224475753846153675e+05
1.234756186813186650e+05,3.000000000000000000e+00,1.224475753846153675e+05,1.245036619780219626e+05
1.255317052747252601e+05,5.000000000000000000e+00,1.245036619780219626e+05,1.265597485714285576e+05
1.275877918681318552e+05,1.300000000000000000e+01,1.265597485714285576e+05,1.286158351648351527e+05
1.296438784615384502e+05,6.000000000000000000e+00,1.286158351648351527e+05,1.306719217582417477e+05
1.316999650549450307e+05,2.000000000000000000e+00,1.306719217582417477e+05,1.327280083516483428e+05
1.337560516483516549e+05,1.100000000000000000e+01,1.327280083516483428e+05,1.347840949450549379e+05
1.358121382417582208e+05,1.200000000000000000e+01,1.347840949450549379e+05,1.368401815384615329e+05
1.378682248351648450e+05,8.000000000000000000e+00,1.368401815384615329e+05,1.388962681318681280e+05
1.399243114285714109e+05,6.000000000000000000e+00,1.388962681318681280e+05,1.409523547252747230e+05
1.419803980219780060e+05,4.000000000000000000e+00,1.409523547252747230e+05,1.430084413186812890e+05
1.440364846153846011e+05,2.000000000000000000e+00,1.430084413186812890e+05,1.450645279120878840e+05
1.460925712087911670e+05,5.000000000000000000e+00,1.450645279120878840e+05,1.471206145054944791e+05
1.481486578021977912e+05,6.000000000000000000e+00,1.471206145054944791e+05,1.491767010989010741e+05
1.502047443956043571e+05,5.000000000000000000e+00,1.491767010989010741e+05,1.512327876923076692e+05
1.522608309890109813e+05,2.000000000000000000e+00,1.512327876923076692e+05,1.532888742857142643e+05
1.543169175824175472e+05,2.000000000000000000e+00,1.532888742857142643e+05,1.553449608791208593e+05
1.563730041758241714e+05,4.000000000000000000e+00,1.553449608791208593e+05,1.574010474725274544e+05
1.584290907692307374e+05,3.000000000000000000e+00,1.574010474725274544e+05,1.594571340659340494e+05
1.604851773626373615e+05,4.000000000000000000e+00,1.594571340659340494e+05,1.615132206593406445e+05
1.625412639560439275e+05,0.000000000000000000e+00,1.615132206593406445e+05,1.635693072527472395e+05
1.645973505494505516e+05,2.000000000000000000e+00,1.635693072527472395e+05,1.656253938461538346e+05
1.666534371428571176e+05,0.000000000000000000e+00,1.656253938461538346e+05,1.676814804395604297e+05
1.687095237362637417e+05,0.000000000000000000e+00,1.676814804395604297e+05,1.697375670329670247e+05
1.707656103296703077e+05,2.000000000000000000e+00,1.697375670329670247e+05,1.717936536263736198e+05
1.728216969230769027e+05,0.000000000000000000e+00,1.717936536263736198e+05,1.738497402197801857e+05
1.748777835164834978e+05,1.000000000000000000e+00,1.738497402197801857e+05,1.759058268131867808e+05
1.769338701098900638e+05,0.000000000000000000e+00,1.759058268131867808e+05,1.779619134065933758e+05
1.789899567032966879e+05,2.000000000000000000e+00,1.779619134065933758e+05,1.800180000000000000e+05
