# Bin Center,Frequency Count
-1.316203668647739846e+02,1.000000000000000000e+00,-2.019210707645679861e+02,-6.131966296497998314e+01
8.981040934814018328e+00,1.440420000000000000e+05,-6.131966296497998314e+01,7.928174483460801980e+01
1.495824487344020213e+02,1.000000000000000000e+00,7.928174483460801980e+01,2.198831526341960227e+02
2.901838565339900242e+02,2.000000000000000000e+00,2.198831526341960227e+02,3.604845604337840541e+02
4.307852643335780840e+02,1.000000000000000000e+00,3.604845604337840541e+02,5.010859682333721139e+02
5.713866721331660301e+02,2.000000000000000000e+00,5.010859682333721139e+02,6.416873760329600600e+02
7.119880799327540899e+02,0.000000000000000000e+00,6.416873760329600600e+02,7.822887838325480061e+02
8.525894877323420360e+02,0.000000000000000000e+00,7.822887838325480061e+02,9.228901916321360659e+02
9.931908955319300958e+02,0.000000000000000000e+00,9.228901916321360659e+02,1.063491599431724126e+03
1.133792303331518269e+03,0.000000000000000000e+00,1.063491599431724126e+03,1.204093007231312185e+03
1.274393711131106102e+03,0.000000000000000000e+00,1.204093007231312185e+03,1.344694415030900018e+03
1.414995118930693934e+03,0.000000000000000000e+00,1.344694415030900018e+03,1.485295822830488078e+03
1.555596526730282221e+03,1.000000000000000000e+00,1.485295822830488078e+03,1.625897230630076137e+03
1.696197934529870054e+03,0.000000000000000000e+00,1.625897230630076137e+03,1.766498638429663970e+03
1.836799342329458113e+03,0.000000000000000000e+00,1.766498638429663970e+03,1.907100046229252257e+03
1.977400750129046173e+03,1.000000000000000000e+00,1.907100046229252257e+03,2.047701454028840089e+03
2.118002157928634006e+03,2.000000000000000000e+00,2.047701454028840089e+03,2.188302861828427922e+03
2.258603565728221838e+03,0.000000000000000000e+00,2.188302861828427922e+03,2.328904269628016209e+03
2.399204973527810125e+03,0.000000000000000000e+00,2.328904269628016209e+03,2.469505677427604041e+03
2.539806381327398412e+03,2.000000000000000000e+00,2.469505677427604041e+03,2.610107085227192329e+03
2.680407789126986245e+03,0.000000000000000000e+00,2.610107085227192329e+03,2.750708493026780161e+03
2.821009196926574077e+03,0.000000000000000000e+00,2.750708493026780161e+03,2.891309900826367993e+03
2.961610604726161910e+03,0.000000000000000000e+00,2.891309900826367993e+03,3.031911308625956281e+03
3.102212012525750197e+03,1.000000000000000000e+00,3.031911308625956281e+03,3.172512716425544113e+03
3.242813420325338029e+03,0.000000000000000000e+00,3.172512716425544113e+03,3.313114124225131945e+03
